account_id,customer_id,country_code,legal_entity,account_type,product_code,currency_code,current_balance,available_balance,credit_limit,minimum_balance,interest_rate,account_status,freeze_reason,branch_code,product_name,open_date,close_date,last_activity_date,cycle_day,is_deleted,created_at,updated_at
ACC_0000014,CUST_000009,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,12127.84,9272.16,21400.0,1070.0,0.22,active,,BR707,Mastercard Standard,2024-09-03,,2025-10-01,19,0,2024-09-03 09:00:00,2025-12-31 23:59:59
ACC_0000015,CUST_000010,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,16436.58,40563.42,57000.0,2850.0,0.18,active,,BR605,Mastercard Gold,2024-05-25,,2025-10-08,10,0,2024-05-25 09:00:00,2025-12-31 23:59:59
ACC_0000016,CUST_000011,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5461.2,9738.8,15200.0,760.0,0.22,active,,BR540,Mastercard Standard,2021-03-02,,2025-12-24,7,0,2021-03-02 09:00:00,2025-12-31 23:59:59
ACC_0000017,CUST_000012,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,11368.41,28831.59,40200.0,2010.0,0.18,active,,BR395,Mastercard Gold,2022-05-16,,2025-11-08,6,0,2022-05-16 09:00:00,2025-12-31 23:59:59
ACC_0000018,CUST_000013,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,17756.12,15543.88,33300.0,1665.0,0.22,active,,BR872,Mastercard Standard,2021-02-07,,2025-12-27,17,0,2021-02-07 09:00:00,2025-12-31 23:59:59
ACC_0000019,CUST_000014,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,2095.26,1304.74,3400.0,170.0,0.24,active,,BR849,Visa Classic Card,2020-06-07,,2025-11-19,14,0,2020-06-07 09:00:00,2025-12-31 23:59:59
ACC_0000020,CUST_000014,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,2814.51,5285.49,8100.0,405.0,0.22,active,,BR605,Mastercard Standard,2020-12-23,,2025-10-15,14,0,2020-12-23 09:00:00,2025-12-31 23:59:59
ACC_0000021,CUST_000015,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,6120.08,17579.92,23700.0,1185.0,0.18,active,,BR434,Visa Gold Card,2022-02-24,,2025-10-24,3,0,2022-02-24 09:00:00,2025-12-31 23:59:59
ACC_0000022,CUST_000016,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,9424.83,7175.17,16600.0,830.0,0.22,active,,BR202,Mastercard Standard,2020-12-23,,2025-11-02,14,0,2020-12-23 09:00:00,2025-12-31 23:59:59
ACC_0000023,CUST_000016,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,12043.83,10656.17,22700.0,1135.0,0.22,active,,BR700,Mastercard Standard,2020-11-21,,2025-10-08,5,0,2020-11-21 09:00:00,2025-12-31 23:59:59
ACC_0000024,CUST_000017,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,7637.35,20062.65,27700.0,1385.0,0.18,active,,BR750,Visa Gold Card,2021-12-16,,2025-11-05,7,0,2021-12-16 09:00:00,2025-12-31 23:59:59
ACC_0000025,CUST_000018,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,10287.48,12812.52,23100.0,1155.0,0.24,active,,BR804,Visa Classic Card,2024-04-23,,2025-10-02,14,0,2024-04-23 09:00:00,2025-12-31 23:59:59
ACC_0000026,CUST_000019,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,18259.41,23040.59,41300.0,2065.0,0.18,active,,BR596,Mastercard Gold,2021-05-27,,2025-10-10,22,0,2021-05-27 09:00:00,2025-12-31 23:59:59
ACC_0000027,CUST_000020,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,9492.45,17807.55,27300.0,1365.0,0.18,active,,BR433,Mastercard Gold,2021-02-25,,2025-11-14,15,0,2021-02-25 09:00:00,2025-12-31 23:59:59
ACC_0000028,CUST_000021,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,106267.32,50432.68,156700.0,7835.0,0.15,active,,BR892,Mastercard World,2020-06-23,,2025-11-23,5,0,2020-06-23 09:00:00,2025-12-31 23:59:59
ACC_0000029,CUST_000021,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,128129.1,107570.9,235700.0,11785.0,0.15,active,,BR901,Mastercard World,2020-05-09,,2025-12-07,28,0,2020-05-09 09:00:00,2025-12-31 23:59:59
ACC_0000030,CUST_000022,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,59787.58,87612.42,147400.0,7370.0,0.15,active,,BR597,Mastercard World,2023-07-13,,2025-11-02,9,0,2023-07-13 09:00:00,2025-12-31 23:59:59
ACC_0000031,CUST_000023,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,7531.25,11068.75,18600.0,930.0,0.22,active,,BR212,Mastercard Standard,2024-03-18,,2025-10-25,21,0,2024-03-18 09:00:00,2025-12-31 23:59:59
ACC_0000032,CUST_000024,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,2351.55,8848.45,11200.0,560.0,0.22,active,,BR885,Mastercard Standard,2020-07-03,,2025-12-11,12,0,2020-07-03 09:00:00,2025-12-31 23:59:59
ACC_0000033,CUST_000025,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,17261.51,28038.49,45300.0,2265.0,0.18,active,,BR835,Visa Gold Card,2021-03-27,,2025-12-13,28,0,2021-03-27 09:00:00,2025-12-31 23:59:59
ACC_0000034,CUST_000026,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,15359.6,34540.4,49900.0,2495.0,0.18,active,,BR204,Visa Gold Card,2021-01-02,,2025-10-25,17,0,2021-01-02 09:00:00,2025-12-31 23:59:59
ACC_0000035,CUST_000026,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,12090.69,23309.31,35400.0,1770.0,0.18,active,,BR378,Mastercard Gold,2020-04-21,,2025-12-08,2,0,2020-04-21 09:00:00,2025-12-31 23:59:59
ACC_0000036,CUST_000027,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,12431.73,9368.27,21800.0,1090.0,0.18,active,,BR820,Mastercard Gold,2022-02-03,,2025-10-17,24,0,2022-02-03 09:00:00,2025-12-31 23:59:59
ACC_0000037,CUST_000028,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,8611.76,5388.24,14000.0,700.0,0.22,active,,BR500,Mastercard Standard,2024-03-04,,2025-12-19,26,0,2024-03-04 09:00:00,2025-12-31 23:59:59
ACC_0000038,CUST_000029,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,9090.69,6809.31,15900.0,795.0,0.22,active,,BR771,Mastercard Standard,2022-05-15,,2025-10-04,9,0,2022-05-15 09:00:00,2025-12-31 23:59:59
ACC_0000039,CUST_000029,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,3402.13,10397.87,13800.0,690.0,0.22,active,,BR646,Mastercard Standard,2023-09-09,,2025-11-10,23,0,2023-09-09 09:00:00,2025-12-31 23:59:59
ACC_0000040,CUST_000030,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,16011.32,12388.68,28400.0,1420.0,0.22,active,,BR691,Mastercard Standard,2022-09-23,,2025-10-15,8,0,2022-09-23 09:00:00,2025-12-31 23:59:59
ACC_0000041,CUST_000031,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,18149.89,23250.11,41400.0,2070.0,0.18,active,,BR745,Mastercard Gold,2020-11-10,,2025-11-05,26,0,2020-11-10 09:00:00,2025-12-31 23:59:59
ACC_0000042,CUST_000032,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,47711.42,23388.58,71100.0,3555.0,0.18,active,,BR958,Visa Gold Card,2024-04-03,,2025-10-13,20,0,2024-04-03 09:00:00,2025-12-31 23:59:59
ACC_0000043,CUST_000033,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,8867.52,18332.48,27200.0,1360.0,0.24,active,,BR805,Visa Classic Card,2022-12-11,,2025-10-02,11,0,2022-12-11 09:00:00,2025-12-31 23:59:59
ACC_0000044,CUST_000034,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,3198.43,7301.57,10500.0,525.0,0.22,active,,BR341,Mastercard Standard,2024-08-18,,2025-11-11,21,0,2024-08-18 09:00:00,2025-12-31 23:59:59
ACC_0000045,CUST_000035,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,16431.47,23368.53,39800.0,1990.0,0.22,active,,BR866,Mastercard Standard,2020-07-05,,2025-10-06,17,0,2020-07-05 09:00:00,2025-12-31 23:59:59
ACC_0000046,CUST_000036,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,4083.63,11816.37,15900.0,795.0,0.24,active,,BR598,Visa Classic Card,2023-08-06,,2025-12-26,17,0,2023-08-06 09:00:00,2025-12-31 23:59:59
ACC_0000047,CUST_000036,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,3762.46,7037.54,10800.0,540.0,0.24,active,,BR430,Visa Classic Card,2023-05-24,,2025-12-09,17,0,2023-05-24 09:00:00,2025-12-31 23:59:59
ACC_0000048,CUST_000037,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,7386.01,8613.99,16000.0,800.0,0.22,active,,BR357,Mastercard Standard,2021-10-23,,2025-11-17,20,0,2021-10-23 09:00:00,2025-12-31 23:59:59
ACC_0000049,CUST_000038,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,11369.32,8930.68,20300.0,1015.0,0.18,active,,BR110,Visa Gold Card,2021-03-17,,2025-12-27,16,0,2021-03-17 09:00:00,2025-12-31 23:59:59
ACC_0000050,CUST_000039,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,7454.21,3245.79,10700.0,535.0,0.24,active,,BR196,Visa Classic Card,2020-05-23,,2025-10-07,23,0,2020-05-23 09:00:00,2025-12-31 23:59:59
ACC_0000051,CUST_000040,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,6167.73,8032.27,14200.0,710.0,0.22,active,,BR453,Mastercard Standard,2021-02-12,,2025-12-18,8,0,2021-02-12 09:00:00,2025-12-31 23:59:59
ACC_0000052,CUST_000041,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,95543.56,50156.44,145700.0,7285.0,0.15,active,,BR885,Visa Platinum Card,2023-10-24,,2025-11-12,20,0,2023-10-24 09:00:00,2025-12-31 23:59:59
ACC_0000053,CUST_000042,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,3977.44,10422.56,14400.0,720.0,0.22,active,,BR229,Mastercard Standard,2021-05-06,,2025-11-19,4,0,2021-05-06 09:00:00,2025-12-31 23:59:59
ACC_0000054,CUST_000043,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,14100.75,8399.25,22500.0,1125.0,0.22,active,,BR784,Mastercard Standard,2024-05-26,,2025-12-28,20,0,2024-05-26 09:00:00,2025-12-31 23:59:59
ACC_0000055,CUST_000044,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,22524.78,48775.22,71300.0,3565.0,0.15,active,,BR268,Visa Platinum Card,2021-02-26,,2025-12-05,5,0,2021-02-26 09:00:00,2025-12-31 23:59:59
ACC_0000056,CUST_000045,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,4109.53,1890.47,6000.0,300.0,0.24,active,,BR583,Visa Classic Card,2021-09-26,,2025-11-14,22,0,2021-09-26 09:00:00,2025-12-31 23:59:59
ACC_0000057,CUST_000046,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,6568.27,10331.73,16900.0,845.0,0.24,active,,BR634,Visa Classic Card,2023-12-16,,2025-11-10,27,0,2023-12-16 09:00:00,2025-12-31 23:59:59
ACC_0000058,CUST_000047,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,108311.94,52688.06,161000.0,8050.0,0.15,active,,BR601,Visa Platinum Card,2022-12-05,,2025-11-18,15,0,2022-12-05 09:00:00,2025-12-31 23:59:59
ACC_0000059,CUST_000048,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,85713.41,119486.59,205200.0,10260.0,0.15,active,,BR889,Mastercard World,2022-03-01,,2025-11-28,15,0,2022-03-01 09:00:00,2025-12-31 23:59:59
ACC_0000060,CUST_000049,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,44415.06,25184.94,69600.0,3480.0,0.18,active,,BR300,Mastercard Gold,2021-07-12,,2025-10-24,1,0,2021-07-12 09:00:00,2025-12-31 23:59:59
ACC_0000061,CUST_000050,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,7430.21,12969.79,20400.0,1020.0,0.18,active,,BR134,Visa Gold Card,2022-05-17,,2025-10-20,9,0,2022-05-17 09:00:00,2025-12-31 23:59:59
ACC_0000062,CUST_000051,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,52364.86,43235.14,95600.0,4780.0,0.15,active,,BR131,Mastercard World,2022-05-21,,2025-10-19,27,0,2022-05-21 09:00:00,2025-12-31 23:59:59
ACC_0000063,CUST_000052,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,8166.74,10533.26,18700.0,935.0,0.22,active,,BR830,Mastercard Standard,2024-02-02,,2025-11-01,20,0,2024-02-02 09:00:00,2025-12-31 23:59:59
ACC_0000064,CUST_000053,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,16536.46,10263.54,26800.0,1340.0,0.18,active,,BR421,Visa Gold Card,2020-01-15,,2025-12-23,2,0,2020-01-15 09:00:00,2025-12-31 23:59:59
ACC_0000065,CUST_000053,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,17558.09,41541.91,59100.0,2955.0,0.18,active,,BR968,Visa Gold Card,2024-12-01,,2025-11-27,22,0,2024-12-01 09:00:00,2025-12-31 23:59:59
ACC_0000066,CUST_000054,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,46785.03,23014.97,69800.0,3490.0,0.18,active,,BR166,Visa Gold Card,2023-07-27,,2025-12-22,2,0,2023-07-27 09:00:00,2025-12-31 23:59:59
ACC_0000067,CUST_000055,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,8012.29,10987.71,19000.0,950.0,0.24,active,,BR277,Visa Classic Card,2022-10-07,,2025-12-17,14,0,2022-10-07 09:00:00,2025-12-31 23:59:59
ACC_0000068,CUST_000055,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,9083.29,15116.71,24200.0,1210.0,0.24,active,,BR574,Visa Classic Card,2022-08-19,,2025-12-03,19,0,2022-08-19 09:00:00,2025-12-31 23:59:59
ACC_0000069,CUST_000056,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,10512.58,25387.42,35900.0,1795.0,0.24,active,,BR322,Visa Classic Card,2024-11-01,,2025-10-26,1,0,2024-11-01 09:00:00,2025-12-31 23:59:59
ACC_0000070,CUST_000056,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,10343.35,8056.65,18400.0,920.0,0.22,active,,BR295,Mastercard Standard,2021-05-27,,2025-12-21,28,0,2021-05-27 09:00:00,2025-12-31 23:59:59
ACC_0000071,CUST_000057,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,13105.08,10594.92,23700.0,1185.0,0.18,active,,BR331,Visa Gold Card,2021-05-05,,2025-12-11,14,0,2021-05-05 09:00:00,2025-12-31 23:59:59
ACC_0000072,CUST_000058,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,4760.29,8939.71,13700.0,685.0,0.22,active,,BR472,Mastercard Standard,2023-05-03,,2025-11-12,19,0,2023-05-03 09:00:00,2025-12-31 23:59:59
ACC_0000073,CUST_000059,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,8828.28,5471.72,14300.0,715.0,0.22,active,,BR544,Mastercard Standard,2023-03-18,,2025-12-07,23,0,2023-03-18 09:00:00,2025-12-31 23:59:59
ACC_0000074,CUST_000060,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,17585.1,8114.9,25700.0,1285.0,0.22,active,,BR891,Mastercard Standard,2024-12-26,,2025-11-03,17,0,2024-12-26 09:00:00,2025-12-31 23:59:59
ACC_0000075,CUST_000061,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,9319.53,4780.47,14100.0,705.0,0.24,active,,BR578,Visa Classic Card,2024-11-21,,2025-10-16,5,0,2024-11-21 09:00:00,2025-12-31 23:59:59
ACC_0000076,CUST_000061,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,10106.81,8993.19,19100.0,955.0,0.22,active,,BR990,Mastercard Standard,2020-06-23,,2025-10-21,12,0,2020-06-23 09:00:00,2025-12-31 23:59:59
ACC_0000077,CUST_000062,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,7366.72,12633.28,20000.0,1000.0,0.24,active,,BR659,Visa Classic Card,2020-03-12,,2025-11-06,15,0,2020-03-12 09:00:00,2025-12-31 23:59:59
ACC_0000078,CUST_000063,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,44363.89,59236.11,103600.0,5180.0,0.15,active,,BR954,Visa Platinum Card,2024-12-14,,2025-12-13,16,0,2024-12-14 09:00:00,2025-12-31 23:59:59
ACC_0000079,CUST_000063,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,48845.97,48754.03,97600.0,4880.0,0.15,active,,BR881,Visa Platinum Card,2023-11-13,,2025-11-02,8,0,2023-11-13 09:00:00,2025-12-31 23:59:59
ACC_0000080,CUST_000064,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,9672.27,19227.73,28900.0,1445.0,0.18,active,,BR270,Visa Gold Card,2024-07-19,,2025-10-06,17,0,2024-07-19 09:00:00,2025-12-31 23:59:59
ACC_0000081,CUST_000065,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,45711.72,78988.28,124700.0,6235.0,0.15,active,,BR569,Visa Platinum Card,2020-02-10,,2025-10-26,12,0,2020-02-10 09:00:00,2025-12-31 23:59:59
ACC_0000082,CUST_000066,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,11407.72,26592.28,38000.0,1900.0,0.22,active,,BR978,Mastercard Standard,2021-05-10,,2025-10-06,8,0,2021-05-10 09:00:00,2025-12-31 23:59:59
ACC_0000083,CUST_000067,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,7021.81,7678.19,14700.0,735.0,0.24,active,,BR582,Visa Classic Card,2022-01-16,,2025-10-12,4,0,2022-01-16 09:00:00,2025-12-31 23:59:59
ACC_0000084,CUST_000067,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,15706.02,13693.98,29400.0,1470.0,0.22,active,,BR425,Mastercard Standard,2023-12-08,,2025-10-13,5,0,2023-12-08 09:00:00,2025-12-31 23:59:59
ACC_0000085,CUST_000068,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,61720.91,33379.09,95100.0,4755.0,0.18,active,,BR600,Visa Gold Card,2023-10-13,,2025-12-03,12,0,2023-10-13 09:00:00,2025-12-31 23:59:59
ACC_0000086,CUST_000069,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,9742.0,23958.0,33700.0,1685.0,0.24,active,,BR101,Visa Classic Card,2021-06-12,,2025-11-17,27,0,2021-06-12 09:00:00,2025-12-31 23:59:59
ACC_0000087,CUST_000070,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5084.86,13815.14,18900.0,945.0,0.22,active,,BR447,Mastercard Standard,2021-01-07,,2025-11-14,3,0,2021-01-07 09:00:00,2025-12-31 23:59:59
ACC_0000088,CUST_000071,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,6044.28,10955.72,17000.0,850.0,0.24,active,,BR507,Visa Classic Card,2023-01-09,,2025-11-06,6,0,2023-01-09 09:00:00,2025-12-31 23:59:59
ACC_0000089,CUST_000072,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,41605.49,69894.51,111500.0,5575.0,0.18,active,,BR112,Visa Gold Card,2020-11-28,,2025-11-26,26,0,2020-11-28 09:00:00,2025-12-31 23:59:59
ACC_0000090,CUST_000073,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,13191.42,50908.58,64100.0,3205.0,0.18,active,,BR364,Visa Gold Card,2023-07-25,,2025-10-10,14,0,2023-07-25 09:00:00,2025-12-31 23:59:59
ACC_0000091,CUST_000073,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,32654.75,22645.25,55300.0,2765.0,0.18,active,,BR534,Visa Gold Card,2022-09-12,,2025-10-26,6,0,2022-09-12 09:00:00,2025-12-31 23:59:59
ACC_0000092,CUST_000074,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,8771.68,15028.32,23800.0,1190.0,0.22,active,,BR845,Mastercard Standard,2024-05-07,,2025-12-27,20,0,2024-05-07 09:00:00,2025-12-31 23:59:59
ACC_0000093,CUST_000075,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,3738.68,13261.32,17000.0,850.0,0.15,active,,BR478,Mastercard World,2023-08-12,,2025-10-20,22,0,2023-08-12 09:00:00,2025-12-31 23:59:59
ACC_0000094,CUST_000076,SG,SG_BANK,credit_card,CC_MC_GOLD,SGD,19058.87,70941.13,90000.0,4500.0,0.18,active,,BR557,Mastercard Gold,2022-03-10,,2025-11-14,1,0,2022-03-10 09:00:00,2025-12-31 23:59:59
ACC_0000095,CUST_000077,SG,SG_BANK,credit_card,CC_VISA_PLATINUM,SGD,27703.05,99196.95,126900.0,6345.0,0.15,active,,BR229,Visa Platinum Card,2023-04-06,,2025-10-18,4,0,2023-04-06 09:00:00,2025-12-31 23:59:59
ACC_0000096,CUST_000078,SG,SG_BANK,credit_card,CC_MC_WORLD,SGD,61904.33,104195.67,166100.0,8305.0,0.15,active,,BR850,Mastercard World,2023-12-20,,2025-10-27,27,0,2023-12-20 09:00:00,2025-12-31 23:59:59
ACC_0000097,CUST_000079,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5409.57,8590.43,14000.0,700.0,0.22,active,,BR491,Mastercard Standard,2021-10-24,,2025-12-26,4,0,2021-10-24 09:00:00,2025-12-31 23:59:59
ACC_0000098,CUST_000080,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,4482.14,3317.86,7800.0,390.0,0.24,active,,BR838,Visa Classic Card,2023-07-01,,2025-10-24,9,0,2023-07-01 09:00:00,2025-12-31 23:59:59
ACC_0000099,CUST_000081,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,42911.53,28988.47,71900.0,3595.0,0.18,active,,BR974,Visa Gold Card,2024-05-10,,2025-12-17,18,0,2024-05-10 09:00:00,2025-12-31 23:59:59
ACC_0000100,CUST_000082,SG,SG_BANK,credit_card,CC_VISA_CLASSIC,SGD,8182.28,18417.72,26600.0,1330.0,0.24,active,,BR383,Visa Classic Card,2023-05-24,,2025-12-25,6,0,2023-05-24 09:00:00,2025-12-31 23:59:59
ACC_0000101,CUST_000083,SG,SG_BANK,credit_card,CC_VISA_GOLD,SGD,63398.65,54201.35,117600.0,5880.0,0.18,active,,BR524,Visa Gold Card,2022-01-14,,2025-10-01,26,0,2022-01-14 09:00:00,2025-12-31 23:59:59
ACC_0000102,CUST_000084,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,10176.71,6923.29,17100.0,855.0,0.22,active,,BR432,Mastercard Standard,2022-02-08,,2025-10-01,23,0,2022-02-08 09:00:00,2025-12-31 23:59:59
ACC_0000103,CUST_000085,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,8588.61,8011.39,16600.0,830.0,0.22,active,,BR451,Mastercard Standard,2022-09-13,,2025-11-18,1,0,2022-09-13 09:00:00,2025-12-31 23:59:59
ACC_0000104,CUST_000085,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,5572.93,7627.07,13200.0,660.0,0.22,active,,BR274,Mastercard Standard,2023-12-16,,2025-10-18,23,0,2023-12-16 09:00:00,2025-12-31 23:59:59
ACC_0000105,CUST_000086,SG,SG_BANK,credit_card,CC_MC_STANDARD,SGD,6449.3,3850.7,10300.0,515.0,0.22,active,,BR312,Mastercard Standard,2020-11-16,,2025-12-12,3,0,2020-11-16 09:00:00,2025-12-31 23:59:59
